Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos;Quantidade de Estabelecimentos não ligados à Agricultura Familiar;Quantidade de Estabelecimentos ligados à Agricultura Familiar;Quantidade Produzida (t);Quantidade Produzida (t) não ligada à Agricultura Familiar;Quantidade Produzida (t) ligada à Agricultura Familiar;Quantidade Vendida (t);Quantidade Vendida não ligada à Agricultura Familiar (t);Quantidade Vendida ligada à Agricultura Familiar (t);Valor da Produção Total (em mil R$);Valor da Produção Total não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total ligada à Agricultura Familiar (em mil R$);Valor da Venda Total (em mil R$);Valor da Venda Total não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado (R$) em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado (R$) em 2022 (R$)
Amazonas;AM;3483985;2755490;728495;Maxixe;2550;238;2312;1500;196;1304;1414;185;1229;2638;390;2248;2426;363;2063;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Milho verde (espiga);1960;132;1828;2743;166;2577;2152;134;2018;2554;151;2403;1891;117;1775;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Morango;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Mostarda (semente);3;-;3;0;-;0;0;-;0;2;-;2;2;-;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Nabo;1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Orégano;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pepino;1104;139;965;12651;666;11985;12587;658;11929;7714;805;6909;7629;796;6833;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pimenta;5971;475;5496;3690;419;3272;3552;403;3149;11867;1390;10477;11264;1333;9931;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Pimentão;1498;150;1348;3200;757;2443;3126;738;2388;10539;3076;7462;10277;3016;7262;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Quiabo;473;61;412;624;57;567;615;55;560;912;115;797;899;114;786;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Rabanete;3;-;3;0;-;0;0;-;0;1;-;1;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Repolho;87;15;72;176;29;147;176;29;146;275;51;224;273;51;223;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Rúcula;65;19;46;96;82;14;90;76;14;487;387;100;455;357;98;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Salsa;114;15;99;46;9;37;46;9;37;238;31;207;234;31;204;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Taioba;105;1;104;6;X;X;0;X;X;22;X;X;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Tomate (estaqueado);643;70;573;326;45;281;303;44;259;892;159;734;818;154;664;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amazonas;AM;3483985;2755490;728495;Vagem (feijão vagem);44;1;43;71;X;X;71;X;X;118;X;X;117;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Abobrinha;34;5;29;74;16;58;44;3;41;161;22;139;107;9;98;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Acelga;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Agrião;3;1;2;0;X;X;0;X;X;1;X;X;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Alcachofra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Alecrim;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Alface;329;60;269;892;241;651;833;232;600;3903;1021;2882;3679;956;2723;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Alho-porró;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Almeirão;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Aspargo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Batata-baroa (mandioquinha);2;2;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Batata-doce;416;41;375;186;11;175;151;9;142;487;31;456;371;27;344;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Berinjela;28;10;18;39;28;11;30;19;10;116;74;43;85;45;40;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Bertalha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Beterraba;1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Boldo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Bucha (esponja vegetal);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Camomila;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Caruru;16;2;14;2;X;X;2;X;X;11;X;X;10;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Cará;629;64;565;169;8;161;107;5;102;575;22;553;333;13;320;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Cebolinha;544;101;443;1841;539;1301;1696;457;1238;6851;2111;4740;6234;1704;4530;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Cenoura;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Chicória;229;49;180;271;60;212;258;57;201;1046;251;795;919;241;678;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Chuchu;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Coentro;480;93;387;1700;389;1311;1459;361;1098;5769;1495;4273;5287;1450;3836;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Cogumelos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Couve;414;81;333;1012;300;712;971;277;693;2482;709;1773;2385;660;1724;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Couve-flor;6;1;5;1;X;X;0;X;X;5;X;X;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Ervilha (vagem);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Espinafre;1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Gengibre;103;17;86;2;0;2;1;0;1;8;0;8;5;0;5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Hortelã;21;4;17;20;3;17;19;3;16;121;35;86;119;35;84;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Inhame;55;5;50;6;1;5;5;1;3;24;7;17;18;6;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Jiló;18;7;11;19;8;11;16;5;11;55;19;36;46;11;35;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Lentilha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Manjericão;11;4;7;7;6;2;7;6;2;63;55;7;61;54;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Maxixe;319;59;260;634;129;505;590;127;463;2059;369;1690;1881;360;1521;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Milho verde (espiga);163;20;143;502;63;439;297;53;243;765;46;719;473;36;437;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Morango;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Mostarda (semente);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Nabo;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Orégano;3;2;1;0;X;X;0;X;X;0;X;X;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pepino;301;53;248;1117;269;847;1078;259;819;2066;523;1543;1981;490;1491;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pimenta;979;141;838;543;101;443;483;98;385;4247;649;3598;3684;626;3057;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Pimentão;43;9;34;29;13;16;26;12;14;103;49;54;90;48;41;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Quiabo;125;29;96;79;27;53;73;22;51;261;115;145;240;100;140;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Rabanete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Repolho;21;4;17;36;5;31;35;5;30;73;11;63;71;10;61;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Rúcula;12;3;9;11;7;3;11;7;3;74;66;8;73;65;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Salsa;28;5;23;18;2;17;18;2;16;75;14;61;73;14;59;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Taioba;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Tomate (estaqueado);15;3;12;24;0;23;23;0;23;60;1;60;59;0;59;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Amapá;AP;669526;601036;68490;Vagem (feijão vagem);13;4;9;10;4;7;10;4;6;30;11;20;30;10;19;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Abobrinha;1310;209;1101;2639;980;1659;2507;940;1567;2139;555;1584;1975;529;1446;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Acelga;165;36;129;1002;254;747;960;227;732;941;330;611;867;277;590;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Agrião;203;45;158;130;85;45;127;83;44;577;366;211;561;358;203;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Alcachofra;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Alecrim;171;30;141;27;15;12;24;13;11;164;92;72;133;63;70;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Alface;14036;2416;11620;12734;3719;9014;11676;3352;8325;39674;10902;28773;36054;9785;26269;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Alho-porró;291;47;244;80;30;50;74;27;47;344;133;211;292;111;181;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Almeirão;97;22;75;19;11;8;18;11;7;40;17;22;35;16;19;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Aspargo;1;1;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Batata-baroa (mandioquinha);84;18;66;62;14;48;59;14;45;75;14;60;68;13;55;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Batata-doce;8866;1699;7167;9664;3857;5807;8635;3675;4960;11340;4151;7189;9977;3905;6072;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Berinjela;690;97;593;2432;421;2010;2409;420;1989;1896;488;1408;1862;486;1376;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Bertalha;7;1;6;25;X;X;25;X;X;21;X;X;21;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Beterraba;1986;311;1675;14094;4231;9863;13891;4175;9715;7784;2318;5466;7630;2284;5346;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Boldo;151;28;123;7;6;1;5;5;1;13;10;4;10;7;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Bucha (esponja vegetal);42;10;32;1;0;0;0;0;0;2;1;2;2;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Camomila;24;9;15;0;0;0;0;0;0;3;2;1;2;2;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Caruru;9;3;6;1;0;1;1;0;1;2;0;1;2;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Cará;3;2;1;0;X;X;0;X;X;1;X;X;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Cebolinha;10454;1746;8708;3825;1096;2729;3580;1016;2564;13132;3144;9988;12074;2778;9297;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Cenoura;3177;535;2642;40154;12376;27777;39245;12271;26974;22501;6587;15914;21844;6521;15322;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Chicória;50;15;35;44;25;19;39;21;18;77;37;41;69;30;39;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Chuchu;1640;210;1430;33967;6996;26971;33810;6982;26828;15382;3235;12147;15287;3224;12062;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Coentro;15049;2673;12376;10071;3078;6993;9696;2963;6733;35380;9338;26042;33567;8852;24715;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Cogumelos;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Couve;9052;1494;7558;4701;733;3968;4495;699;3796;13257;1809;11448;12398;1619;10778;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Couve-flor;667;107;560;1023;343;680;1002;335;667;1856;684;1172;1781;647;1134;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Ervilha (vagem);11;1;10;1;X;X;1;X;X;2;X;X;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Espinafre;543;70;473;259;100;159;248;97;152;681;246;435;653;236;417;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Gengibre;52;18;34;60;30;30;58;30;28;151;81;70;146;80;66;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Hortelã;1320;225;1095;1576;758;818;1531;748;783;3116;1340;1776;3015;1311;1704;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Inhame;2967;277;2690;4706;358;4348;4307;326;3981;11192;882;10310;10245;810;9435;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Jiló;2080;293;1787;5636;990;4646;5598;986;4612;4642;814;3828;4583;808;3774;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Lentilha;1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Manjericão;574;114;460;350;228;122;336;217;119;967;563;405;916;523;393;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Maxixe;3881;671;3210;2796;279;2517;2683;259;2424;3274;332;2942;3102;306;2796;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Milho verde (espiga);13278;2731;10547;23837;9775;14063;20373;9311;11062;22889;8176;14713;19347;7595;11753;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Morango;644;126;518;2837;728;2109;2806;725;2081;17948;4878;13070;17758;4861;12897;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Mostarda (semente);145;26;119;13;3;10;10;2;8;55;10;45;44;8;36;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Nabo;70;14;56;147;124;24;143;120;23;99;68;31;91;62;30;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Orégano;18;2;16;1;X;X;1;X;X;7;X;X;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Pepino;1532;246;1286;6257;1943;4313;6174;1936;4238;3938;1138;2800;3867;1133;2735;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Pimenta;2570;502;2068;1095;349;746;1068;343;726;3544;1373;2171;3342;1320;2022;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Pimentão;4792;916;3876;22720;7616;15104;22209;7424;14784;18345;6140;12205;17864;5985;11879;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Quiabo;6609;1208;5401;11258;1663;9595;10934;1640;9293;12910;2127;10783;12406;2068;10338;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Rabanete;188;42;146;87;44;43;85;42;42;139;71;68;133;67;66;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Repolho;593;112;481;11559;9465;2093;10513;8476;2037;6925;5484;1441;6287;4882;1405;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Rúcula;1830;304;1526;951;401;550;901;387;514;3325;1166;2159;3058;1118;1940;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Salsa;2617;415;2202;1911;1072;839;1863;1051;812;4870;2407;2463;4665;2292;2374;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Taioba;54;7;47;2;0;2;1;0;1;6;1;6;4;0;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Tomate (estaqueado);4285;884;3401;53083;29001;24082;49243;26761;22482;53356;30704;22652;50034;28625;21410;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Bahia;BA;14016906;10102476;3914430;Vagem (feijão vagem);348;44;304;567;46;521;556;45;511;1057;122;936;1028;119;909;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Abobrinha;310;72;238;944;246;698;851;244;607;611;181;430;565;178;387;279,68;540,78;1,93;195,57;396,24;2,03;260,33;563,34;2,16;449,76;815,65;1,81;374,94;765,57;2,04
Ceará;CE;8452381;6346557;2105824;Acelga;132;28;104;2621;1214;1408;2223;1052;1171;1610;727;884;1404;637;767;1040,71;1139,83;1,1;875,42;976,17;1,12;1061,08;1334,62;1,26;1559,05;1827,69;1,17;1496,12;2260,35;1,51
Ceará;CE;8452381;6346557;2105824;Agrião;30;8;22;21;8;13;20;8;13;56;36;20;52;33;20;X;X;X;1,36;17,33;12,75;0,85;10,83;12,75;X;X;X;3,4;39,98;11,76
Ceará;CE;8452381;6346557;2105824;Alcachofra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Alecrim;22;5;17;3;0;3;3;0;3;10;1;9;9;1;9;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Alface;2089;418;1671;20738;5911;14827;18649;5609;13040;20135;7169;12966;18558;6667;11891;6636,25;47579,48;7,17;9165,45;68774,74;7,5;11048,79;60255,22;5,45;9783,71;66804,86;6,83;9388,36;67259,44;7,16
Ceará;CE;8452381;6346557;2105824;Alho-porró;45;18;27;87;55;32;85;54;31;165;98;67;162;96;66;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Almeirão;7;1;6;1;X;X;1;X;X;5;X;X;5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Aspargo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23,38;881,27;37,69;3,92;138,68;35,33;23,2;819,73;35,33;5,81;262,44;45,17;4,91;242,1;49,36
Ceará;CE;8452381;6346557;2105824;Batata-baroa (mandioquinha);26;3;23;26;0;26;24;0;24;66;1;65;58;0;57;X;X;X;X;X;X;X;X;X;X;X;X;0,14;3,29;23,5
Ceará;CE;8452381;6346557;2105824;Batata-doce;3810;895;2915;11063;2601;8462;10669;2505;8164;10428;2347;8081;9870;2218;7652;14728,42;22461,72;1,53;14561,79;22894,03;1,57;14737,09;24479,51;1,66;14749,61;30024,47;2,04;14658,71;35895,52;2,45
Ceará;CE;8452381;6346557;2105824;Berinjela;269;51;218;1482;442;1040;1366;441;925;1038;371;667;982;370;612;655,44;863,87;1,32;368,62;499,1;1,35;370,31;583,75;1,58;553,2;1069,29;1,93;423,76;756,83;1,79
Ceará;CE;8452381;6346557;2105824;Bertalha;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Beterraba;159;33;126;220;36;185;216;35;181;317;37;281;306;35;270;3852,93;6450,37;1,67;5271,81;10720,98;2,03;4856,86;9920,88;2,04;4913,51;11338,72;2,31;5630,49;17497,91;3,11
Ceará;CE;8452381;6346557;2105824;Boldo;39;15;24;3;0;2;3;0;2;5;1;5;5;1;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Bucha (esponja vegetal);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Camomila;2;-;2;X;-;X;X;-;X;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Caruru;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Ceará;CE;8452381;6346557;2105824;Cará;4;-;4;0;-;0;0;-;0;1;-;1;1;-;1;0,06;0,3;5;X;X;X;X;X;X;4,0;36,0;9;X;X;X
Ceará;CE;8452381;6346557;2105824;Cebolinha;4604;912;3692;19140;4219;14921;18341;4178;14164;35319;7611;27707;34323;7509;26813;603,71;2245,72;3,72;605,82;3534,26;5,83;463,54;3353,25;7,23;567,68;3687,58;6,5;525,4;4462,92;8,49
Ceará;CE;8452381;6346557;2105824;Cenoura;287;77;210;966;207;759;963;206;757;881;177;704;871;174;696;21088,23;38259,79;1,81;20180,65;42214,07;2,09;19033,41;42844,79;2,25;20533,8;41451,02;2,02;17311,16;77792,61;4,49
Ceará;CE;8452381;6346557;2105824;Chicória;7;2;5;2;X;X;2;X;X;4;X;X;4;X;X;0,1;1,2;12;X;X;X;0,3;5,4;18;0,1;1,9;19;0,4;6,2;15,5
Ceará;CE;8452381;6346557;2105824;Chuchu;379;94;285;9280;4214;5067;9209;4175;5035;4250;2146;2104;4209;2122;2087;5212,28;3775,64;0,72;4957,14;4707,96;0,95;4870,59;5653,6;1,16;5244,84;6788,48;1,29;4545,36;8475,28;1,86
