Produto;Nome UF;qtd Estabelecimentos;qtd Estabelecimentos AGFNão;qtd Estabelecimentos AGFSim;qtd Produzida;qtd Produzida AGFNao;qtd Produzida AGFSim;Unidade de Medida;qtd Vendida;qtd Vendida AGFNao;qtd Vendida AGFSim;R$ Produção Total;R$ Produção AGFNao;R$ Produção AGFSim;R$ Venda Total;R$ Venda AGFNao;R$ Venda AGFSim;Sigla UF;População Total em 2010;População Urbana em 2010;População Rural em 2010;Quantidade(kg);Valor (R$);Preço Médio (R$)
Berinjela;Mato Grosso do Sul;331;38;293;597;62;535;Toneladas;574;59;515;865;77;789;833;73;760;MS;2449024;2097238;351786;X;X;X
Bertalha;Mato Grosso do Sul;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;MS;2449024;2097238;351786;X;X;X
Beterraba;Mato Grosso do Sul;208;29;179;118;15;103;Toneladas;112;12;100;208;42;166;199;36;162;MS;2449024;2097238;351786;X;X;X
Boldo;Mato Grosso do Sul;13;2;11;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;MS;2449024;2097238;351786;X;X;X
Camomila;Mato Grosso do Sul;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;MS;2449024;2097238;351786;X;X;X
Cará;Mato Grosso do Sul;20;1;19;26;X;X;Toneladas;26;X;X;10;X;X;9;X;X;MS;2449024;2097238;351786;X;X;X
Caruru;Mato Grosso do Sul;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MS;2449024;2097238;351786;X;X;X
Cebolinha;Mato Grosso do Sul;1.254;199;1.055;1.278;458;821;Toneladas;1.188;414;774;6.342;1.795;4.548;5.998;1.645;4.353;MS;2449024;2097238;351786;X;X;X
Cenoura;Mato Grosso do Sul;313;46;267;362;114;248;Toneladas;348;111;237;482;122;360;452;115;337;MS;2449024;2097238;351786;X;X;X
Chicória;Mato Grosso do Sul;86;24;62;82;52;30;Toneladas;73;46;27;298;193;105;275;178;97;MS;2449024;2097238;351786;X;X;X
Chuchu;Mato Grosso do Sul;91;12;79;62;5;57;Toneladas;41;5;36;78;10;69;57;9;47;MS;2449024;2097238;351786;X;X;X
Coentro;Mato Grosso do Sul;720;100;620;475;78;397;Toneladas;447;65;382;2.692;518;2.174;2.576;475;2.101;MS;2449024;2097238;351786;X;X;X
Cogumelos;Mato Grosso do Sul;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MS;2449024;2097238;351786;X;X;X
Couve;Mato Grosso do Sul;1.056;155;901;1.425;405;1.021;Toneladas;1.342;364;979;5.761;1.386;4.375;5.437;1.246;4.192;MS;2449024;2097238;351786;X;X;X
Couve-flor;Mato Grosso do Sul;149;22;127;262;61;200;Toneladas;231;60;171;763;136;627;666;131;535;MS;2449024;2097238;351786;X;X;X
Couve-flor;Mato Grosso do Sul;149;22;127;262;61;200;Toneladas;231;60;171;763;136;627;666;131;535;MS;2449024;2097238;351786;X;X;X
Espinafre;Mato Grosso do Sul;80;20;60;41;30;11;Toneladas;40;29;11;157;102;55;153;99;55;MS;2449024;2097238;351786;X;X;X
Gengibre;Mato Grosso do Sul;12;1;11;1;X;X;Toneladas;1;X;X;4;X;X;4;X;X;MS;2449024;2097238;351786;X;X;X
Hortelã;Mato Grosso do Sul;115;22;93;40;16;24;Toneladas;39;15;23;312;109;203;299;101;198;MS;2449024;2097238;351786;X;X;X
Inhame;Mato Grosso do Sul;26;2;24;7;X;X;Toneladas;7;X;X;24;X;X;23;X;X;MS;2449024;2097238;351786;X;X;X
Jiló;Mato Grosso do Sul;391;54;337;805;115;690;Toneladas;793;114;679;1.518;127;1.391;1.495;124;1.371;MS;2449024;2097238;351786;X;X;X
Lentilha;Mato Grosso do Sul;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;MS;2449024;2097238;351786;X;X;X
Manjericão;Mato Grosso do Sul;31;7;24;4;2;2;Toneladas;2;2;1;31;18;13;21;16;5;MS;2449024;2097238;351786;X;X;X
Maxixe;Mato Grosso do Sul;473;55;418;446;27;419;Toneladas;414;25;390;836;62;774;778;57;721;MS;2449024;2097238;351786;X;X;X
Morango;Mato Grosso do Sul;49;9;40;32;3;29;Toneladas;29;3;26;305;40;265;270;40;230;MS;2449024;2097238;351786;X;X;X
Morango;Mato Grosso do Sul;49;9;40;32;3;29;Toneladas;29;3;26;305;40;265;270;40;230;MS;2449024;2097238;351786;X;X;X
Nabo;Mato Grosso do Sul;16;2;14;3;X;X;Toneladas;3;X;X;9;X;X;9;X;X;MS;2449024;2097238;351786;X;X;X
Orégano;Mato Grosso do Sul;28;3;25;1;0;1;Toneladas;1;0;0;14;1;13;7;1;6;MS;2449024;2097238;351786;X;X;X
Pepino;Mato Grosso do Sul;296;42;254;912;233;679;Toneladas;893;231;662;1.280;361;918;1.255;358;897;MS;2449024;2097238;351786;X;X;X
Pimenta;Mato Grosso do Sul;300;38;262;83;8;75;Toneladas;81;8;74;510;54;456;497;50;448;MS;2449024;2097238;351786;X;X;X
Pimenta;Mato Grosso do Sul;300;38;262;83;8;75;Toneladas;81;8;74;510;54;456;497;50;448;MS;2449024;2097238;351786;X;X;X
Quiabo;Mato Grosso do Sul;883;102;781;1.382;79;1.303;Toneladas;1.294;74;1.220;2.911;180;2.731;2.747;169;2.578;MS;2449024;2097238;351786;X;X;X
Rabanete;Mato Grosso do Sul;172;27;145;81;30;51;Toneladas;73;26;47;208;63;145;189;55;134;MS;2449024;2097238;351786;X;X;X
Repolho;Mato Grosso do Sul;339;43;296;1.100;328;772;Toneladas;1.023;319;704;1.281;300;981;1.214;288;926;MS;2449024;2097238;351786;X;X;X
Rúcula;Mato Grosso do Sul;800;133;667;1.114;390;724;Toneladas;1.065;371;694;5.064;1.527;3.537;4.860;1.453;3.407;MS;2449024;2097238;351786;X;X;X
Salsa;Mato Grosso do Sul;948;148;800;647;113;535;Toneladas;609;105;503;2.928;533;2.396;2.748;491;2.258;MS;2449024;2097238;351786;X;X;X
Salsa;Mato Grosso do Sul;948;148;800;647;113;535;Toneladas;609;105;503;2.928;533;2.396;2.748;491;2.258;MS;2449024;2097238;351786;X;X;X
Taioba;Mato Grosso do Sul;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;MS;2449024;2097238;351786;X;X;X
Abobrinha;Pará;625;109;516;506;97;409;Toneladas;448;93;355;738;152;586;632;144;488;PA;7581051;5191559;2389492;X;X;X
Acelga;Pará;3;1;2;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;PA;7581051;5191559;2389492;X;X;X
Agrião;Pará;83;13;70;87;6;81;Toneladas;85;6;80;296;36;260;286;35;252;PA;7581051;5191559;2389492;X;X;X
Alcachofra;Pará;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PA;7581051;5191559;2389492;X;X;X
Alecrim;Pará;15;6;9;0;0;0;Toneladas;0;0;0;1;0;1;1;0;1;PA;7581051;5191559;2389492;X;X;X
Alface;Pará;3.056;393;2.663;6.499;1.455;5.045;Toneladas;6.308;1.404;4.904;23.326;5.505;17.820;22.673;5.422;17.252;PA;7581051;5191559;2389492;X;X;X
Almeirão;Pará;62;12;50;35;13;22;Toneladas;34;13;22;140;56;83;133;56;78;PA;7581051;5191559;2389492;X;X;X
Aspargo;Pará;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;PA;7581051;5191559;2389492;X;X;X
Batata-doce;Pará;511;77;434;555;15;539;Toneladas;276;3;273;806;34;771;417;7;410;PA;7581051;5191559;2389492;X;X;X
Berinjela;Pará;130;18;112;96;21;74;Toneladas;94;20;73;173;49;124;168;47;121;PA;7581051;5191559;2389492;X;X;X
Bertalha;Pará;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PA;7581051;5191559;2389492;X;X;X
Beterraba;Pará;11;2;9;0;X;X;Toneladas;0;X;X;1;X;X;0;X;X;PA;7581051;5191559;2389492;X;X;X
Boldo;Pará;25;7;18;4;0;4;Toneladas;2;0;2;5;0;5;2;0;2;PA;7581051;5191559;2389492;X;X;X
Camomila;Pará;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;PA;7581051;5191559;2389492;X;X;X
Cará;Pará;167;13;154;157;4;154;Toneladas;57;1;56;307;3;304;147;0;146;PA;7581051;5191559;2389492;X;X;X
Caruru;Pará;805;87;718;1.341;317;1.024;Toneladas;1.335;316;1.019;1.741;373;1.369;1.728;370;1.358;PA;7581051;5191559;2389492;X;X;X
Cebolinha;Pará;3.685;494;3.191;4.259;636;3.623;Toneladas;4.042;623;3.420;16.348;2.333;14.014;15.214;2.283;12.932;PA;7581051;5191559;2389492;X;X;X
Cenoura;Pará;23;3;20;3;0;3;Toneladas;3;0;3;8;0;8;7;0;7;PA;7581051;5191559;2389492;X;X;X
Chicória;Pará;1.430;144;1.286;1.618;159;1.459;Toneladas;1.516;156;1.360;4.655;611;4.044;4.180;604;3.575;PA;7581051;5191559;2389492;X;X;X
Chuchu;Pará;11;2;9;2;X;X;Toneladas;2;X;X;6;X;X;5;X;X;PA;7581051;5191559;2389492;X;X;X
Coentro;Pará;4.157;531;3.626;7.484;900;6.584;Toneladas;7.378;890;6.489;28.742;3.965;24.777;28.036;3.904;24.133;PA;7581051;5191559;2389492;X;X;X
Cogumelos;Pará;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PA;7581051;5191559;2389492;X;X;X
Couve;Pará;2.780;372;2.408;5.741;616;5.125;Toneladas;5.675;609;5.066;13.419;2.137;11.282;13.160;2.110;11.049;PA;7581051;5191559;2389492;X;X;X
Couve-flor;Pará;100;10;90;83;2;81;Toneladas;81;2;79;311;12;299;298;12;287;PA;7581051;5191559;2389492;X;X;X
Couve-flor;Pará;100;10;90;83;2;81;Toneladas;81;2;79;311;12;299;298;12;287;PA;7581051;5191559;2389492;X;X;X
Espinafre;Pará;51;5;46;55;6;48;Toneladas;55;6;48;112;10;102;111;10;101;PA;7581051;5191559;2389492;X;X;X
Gengibre;Pará;71;12;59;3;0;2;Toneladas;1;0;1;16;0;15;10;0;10;PA;7581051;5191559;2389492;X;X;X
Hortelã;Pará;98;17;81;25;4;21;Toneladas;24;4;20;124;27;97;116;26;90;PA;7581051;5191559;2389492;X;X;X
Inhame;Pará;66;12;54;12;1;11;Toneladas;7;0;7;28;3;25;17;0;17;PA;7581051;5191559;2389492;X;X;X
Jiló;Pará;458;75;383;472;95;377;Toneladas;459;93;367;1.265;275;991;1.231;270;961;PA;7581051;5191559;2389492;X;X;X
Lentilha;Pará;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PA;7581051;5191559;2389492;X;X;X
Manjericão;Pará;49;8;41;55;31;24;Toneladas;55;31;24;106;65;41;106;65;41;PA;7581051;5191559;2389492;X;X;X
Maxixe;Pará;2.002;312;1.690;6.554;653;5.900;Toneladas;6.363;644;5.720;11.176;1.351;9.824;10.878;1.329;9.549;PA;7581051;5191559;2389492;X;X;X
Morango;Pará;4;1;3;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;PA;7581051;5191559;2389492;X;X;X
Morango;Pará;4;1;3;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;PA;7581051;5191559;2389492;X;X;X
Nabo;Pará;2;2;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;PA;7581051;5191559;2389492;X;X;X
Orégano;Pará;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;PA;7581051;5191559;2389492;X;X;X
Pepino;Pará;1.401;214;1.187;4.092;903;3.189;Toneladas;4.003;897;3.106;5.320;1.475;3.846;5.149;1.461;3.689;PA;7581051;5191559;2389492;X;X;X
Pimenta;Pará;2.187;320;1.867;3.629;587;3.042;Toneladas;3.486;563;2.924;12.261;3.687;8.574;11.635;3.605;8.031;PA;7581051;5191559;2389492;X;X;X
Pimenta;Pará;2.187;320;1.867;3.629;587;3.042;Toneladas;3.486;563;2.924;12.261;3.687;8.574;11.635;3.605;8.031;PA;7581051;5191559;2389492;X;X;X
Quiabo;Pará;1.763;329;1.434;4.570;137;4.432;Toneladas;4.493;127;4.366;11.205;418;10.787;10.981;376;10.605;PA;7581051;5191559;2389492;X;X;X
Rabanete;Pará;11;2;9;5;X;X;Toneladas;5;X;X;6;X;X;5;X;X;PA;7581051;5191559;2389492;X;X;X
Repolho;Pará;73;27;46;215;91;124;Toneladas;208;91;118;371;165;206;361;163;198;PA;7581051;5191559;2389492;X;X;X
Rúcula;Pará;354;60;294;269;88;181;Toneladas;257;82;176;1.383;636;747;1.333;618;715;PA;7581051;5191559;2389492;X;X;X
Salsa;Pará;364;58;306;558;78;481;Toneladas;553;76;476;1.654;436;1.218;1.630;431;1.199;PA;7581051;5191559;2389492;X;X;X
Salsa;Pará;364;58;306;558;78;481;Toneladas;553;76;476;1.654;436;1.218;1.630;431;1.199;PA;7581051;5191559;2389492;X;X;X
Taioba;Pará;11;3;8;0;0;0;Toneladas;0;0;-;2;2;0;2;2;-;PA;7581051;5191559;2389492;X;X;X
Abobrinha;Paraíba;148;29;119;299;157;142;Toneladas;291;154;137;256;108;148;245;105;139;PB;3766528;2838678;927850;X;X;X
Acelga;Paraíba;24;4;20;34;9;25;Toneladas;34;9;25;100;44;56;100;44;56;PB;3766528;2838678;927850;X;X;X
Agrião;Paraíba;28;5;23;4;2;3;Toneladas;4;2;3;18;4;15;18;4;14;PB;3766528;2838678;927850;X;X;X
Alcachofra;Paraíba;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PB;3766528;2838678;927850;X;X;X
Alecrim;Paraíba;17;4;13;11;0;11;Toneladas;11;0;11;65;2;63;65;2;63;PB;3766528;2838678;927850;X;X;X
Alface;Paraíba;1.616;250;1.366;6.548;3.080;3.468;Toneladas;6.409;3.037;3.372;12.147;5.480;6.667;11.793;5.366;6.427;PB;3766528;2838678;927850;X;X;X
Almeirão;Paraíba;10;6;4;5;3;2;Toneladas;5;3;2;9;4;5;9;4;5;PB;3766528;2838678;927850;X;X;X
Aspargo;Paraíba;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PB;3766528;2838678;927850;X;X;X
Batata-doce;Paraíba;6.355;1.259;5.096;19.556;6.255;13.301;Toneladas;18.624;6.068;12.556;18.951;5.774;13.177;17.754;5.530;12.224;PB;3766528;2838678;927850;X;X;X
Berinjela;Paraíba;129;27;102;337;186;151;Toneladas;334;183;150;320;175;146;316;172;144;PB;3766528;2838678;927850;X;X;X
Bertalha;Paraíba;3;-;3;0;-;0;Toneladas;0;-;0;2;-;2;2;-;2;PB;3766528;2838678;927850;X;X;X
Beterraba;Paraíba;79;12;67;56;14;42;Toneladas;53;14;39;64;15;50;62;14;47;PB;3766528;2838678;927850;X;X;X
Boldo;Paraíba;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;PB;3766528;2838678;927850;X;X;X
Camomila;Paraíba;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PB;3766528;2838678;927850;X;X;X
Cará;Paraíba;483;99;384;5.034;1.750;3.284;Toneladas;5.023;1.749;3.274;7.901;2.733;5.168;7.883;2.730;5.153;PB;3766528;2838678;927850;X;X;X
Caruru;Paraíba;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PB;3766528;2838678;927850;X;X;X
Cebolinha;Paraíba;964;140;824;963;518;445;Toneladas;948;517;432;2.140;915;1.225;2.096;911;1.185;PB;3766528;2838678;927850;X;X;X
Cenoura;Paraíba;118;16;102;49;7;42;Toneladas;47;7;40;114;18;96;108;18;90;PB;3766528;2838678;927850;X;X;X
Chicória;Paraíba;8;5;3;9;9;0;Toneladas;9;9;0;9;8;1;9;8;1;PB;3766528;2838678;927850;X;X;X
Chuchu;Paraíba;32;3;29;27;4;24;Toneladas;26;4;22;36;4;32;34;4;30;PB;3766528;2838678;927850;X;X;X
Coentro;Paraíba;2.356;363;1.993;5.859;1.769;4.090;Toneladas;5.629;1.667;3.963;14.375;4.904;9.471;13.868;4.739;9.129;PB;3766528;2838678;927850;X;X;X
Cogumelos;Paraíba;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PB;3766528;2838678;927850;X;X;X
Couve;Paraíba;894;131;763;1.221;543;678;Toneladas;1.207;542;665;1.842;507;1.335;1.809;505;1.304;PB;3766528;2838678;927850;X;X;X
Couve-flor;Paraíba;109;10;99;50;3;47;Toneladas;46;3;43;196;28;168;181;28;154;PB;3766528;2838678;927850;X;X;X
Couve-flor;Paraíba;109;10;99;50;3;47;Toneladas;46;3;43;196;28;168;181;28;154;PB;3766528;2838678;927850;X;X;X
Espinafre;Paraíba;119;18;101;119;76;43;Toneladas;118;76;42;242;90;152;239;90;149;PB;3766528;2838678;927850;X;X;X
Gengibre;Paraíba;9;1;8;2;X;X;Toneladas;2;X;X;7;X;X;6;X;X;PB;3766528;2838678;927850;X;X;X
Hortelã;Paraíba;82;14;68;53;20;33;Toneladas;52;20;33;138;43;95;135;43;92;PB;3766528;2838678;927850;X;X;X
Inhame;Paraíba;3.430;602;2.828;10.046;3.103;6.943;Toneladas;9.678;3.027;6.652;20.976;5.680;15.296;19.865;5.488;14.378;PB;3766528;2838678;927850;X;X;X
Jiló;Paraíba;73;16;57;221;113;108;Toneladas;221;113;108;232;104;128;231;104;127;PB;3766528;2838678;927850;X;X;X
Lentilha;Paraíba;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PB;3766528;2838678;927850;X;X;X
Manjericão;Paraíba;36;11;25;23;15;8;Toneladas;23;15;8;72;41;31;71;40;31;PB;3766528;2838678;927850;X;X;X
Maxixe;Paraíba;289;44;245;237;52;186;Toneladas;229;52;178;324;64;261;312;63;249;PB;3766528;2838678;927850;X;X;X
Morango;Paraíba;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;PB;3766528;2838678;927850;X;X;X
Morango;Paraíba;1;-;1;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;PB;3766528;2838678;927850;X;X;X
Nabo;Paraíba;20;4;16;18;2;16;Toneladas;18;2;15;15;4;11;15;4;11;PB;3766528;2838678;927850;X;X;X
Orégano;Paraíba;2;1;1;X;X;X;Toneladas;X;X;X;X;X;X;X;X;X;PB;3766528;2838678;927850;X;X;X
Pepino;Paraíba;84;17;67;132;46;86;Toneladas;127;44;82;158;68;90;146;61;85;PB;3766528;2838678;927850;X;X;X
Pimenta;Paraíba;97;18;79;18;3;15;Toneladas;18;3;15;86;19;67;84;19;66;PB;3766528;2838678;927850;X;X;X
Pimenta;Paraíba;97;18;79;18;3;15;Toneladas;18;3;15;86;19;67;84;19;66;PB;3766528;2838678;927850;X;X;X
Quiabo;Paraíba;499;67;432;448;94;354;Toneladas;435;93;342;739;205;534;700;203;497;PB;3766528;2838678;927850;X;X;X
Rabanete;Paraíba;25;7;18;7;4;3;Toneladas;7;4;3;18;7;12;18;7;11;PB;3766528;2838678;927850;X;X;X
Repolho;Paraíba;45;12;33;778;537;241;Toneladas;778;537;241;1.075;538;537;1.074;538;536;PB;3766528;2838678;927850;X;X;X
Rúcula;Paraíba;102;23;79;164;48;116;Toneladas;163;47;116;952;99;853;948;98;850;PB;3766528;2838678;927850;X;X;X
Salsa;Paraíba;95;18;77;92;31;61;Toneladas;92;31;61;144;55;89;142;55;87;PB;3766528;2838678;927850;X;X;X
Salsa;Paraíba;95;18;77;92;31;61;Toneladas;92;31;61;144;55;89;142;55;87;PB;3766528;2838678;927850;X;X;X
Taioba;Paraíba;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PB;3766528;2838678;927850;X;X;X
Abobrinha;Piauí;194;18;176;68;12;56;Toneladas;57;12;46;129;15;114;107;14;93;PI;3118360;2050959;1067401;X;X;X
Acelga;Piauí;40;4;36;5;0;5;Toneladas;5;0;4;19;2;17;18;1;16;PI;3118360;2050959;1067401;X;X;X
Agrião;Piauí;14;3;11;0;0;0;Toneladas;0;0;0;2;0;2;1;0;1;PI;3118360;2050959;1067401;X;X;X
Alcachofra;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Alecrim;Piauí;7;4;3;0;0;0;Toneladas;0;0;0;0;0;0;0;0;0;PI;3118360;2050959;1067401;X;X;X
Alface;Piauí;2.378;297;2.081;746;103;644;Toneladas;676;79;597;3.954;537;3.417;3.639;470;3.169;PI;3118360;2050959;1067401;X;X;X
Almeirão;Piauí;3;-;3;0;-;0;Toneladas;0;-;0;0;-;0;0;-;0;PI;3118360;2050959;1067401;X;X;X
Aspargo;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Batata-doce;Piauí;321;43;278;117;23;93;Toneladas;94;19;75;262;48;214;206;34;172;PI;3118360;2050959;1067401;X;X;X
Berinjela;Piauí;137;18;119;9;1;8;Toneladas;8;1;7;29;1;27;24;1;23;PI;3118360;2050959;1067401;X;X;X
Bertalha;Piauí;1;1;-;X;X;-;Toneladas;X;X;-;X;X;-;X;X;-;PI;3118360;2050959;1067401;X;X;X
Beterraba;Piauí;99;19;80;19;4;15;Toneladas;15;3;12;44;10;34;35;8;27;PI;3118360;2050959;1067401;X;X;X
Boldo;Piauí;53;9;44;0;0;0;Toneladas;0;0;0;1;0;1;1;0;1;PI;3118360;2050959;1067401;X;X;X
Camomila;Piauí;6;1;5;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;PI;3118360;2050959;1067401;X;X;X
Cará;Piauí;3;-;3;0;-;0;Toneladas;-;-;-;0;-;0;-;-;-;PI;3118360;2050959;1067401;X;X;X
Caruru;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Cebolinha;Piauí;3.587;442;3.145;1.347;101;1.246;Toneladas;1.238;94;1.143;8.759;641;8.118;8.032;583;7.449;PI;3118360;2050959;1067401;X;X;X
Cenoura;Piauí;67;12;55;12;2;10;Toneladas;10;1;9;25;4;21;22;3;19;PI;3118360;2050959;1067401;X;X;X
Chicória;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Chuchu;Piauí;8;-;8;0;-;0;Toneladas;0;-;0;0;-;0;0;-;0;PI;3118360;2050959;1067401;X;X;X
Coentro;Piauí;4.232;546;3.686;1.721;140;1.581;Toneladas;1.594;132;1.462;11.116;932;10.184;10.280;878;9.401;PI;3118360;2050959;1067401;X;X;X
Cogumelos;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Couve;Piauí;918;96;822;312;25;287;Toneladas;295;24;271;1.066;92;974;1.016;84;932;PI;3118360;2050959;1067401;X;X;X
Couve-flor;Piauí;63;10;53;8;0;7;Toneladas;7;0;7;56;3;53;54;2;52;PI;3118360;2050959;1067401;X;X;X
Couve-flor;Piauí;63;10;53;8;0;7;Toneladas;7;0;7;56;3;53;54;2;52;PI;3118360;2050959;1067401;X;X;X
Espinafre;Piauí;6;-;6;0;-;0;Toneladas;0;-;0;2;-;2;2;-;2;PI;3118360;2050959;1067401;X;X;X
Gengibre;Piauí;58;8;50;1;0;1;Toneladas;1;0;1;6;0;6;5;0;5;PI;3118360;2050959;1067401;X;X;X
Hortelã;Piauí;106;18;88;2;0;1;Toneladas;1;0;1;9;0;9;9;0;9;PI;3118360;2050959;1067401;X;X;X
Inhame;Piauí;6;1;5;0;X;X;Toneladas;0;X;X;2;X;X;2;X;X;PI;3118360;2050959;1067401;X;X;X
Jiló;Piauí;16;-;16;2;-;2;Toneladas;2;-;2;5;-;5;5;-;5;PI;3118360;2050959;1067401;X;X;X
Lentilha;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Manjericão;Piauí;53;7;46;1;0;1;Toneladas;1;0;1;7;0;7;6;0;6;PI;3118360;2050959;1067401;X;X;X
Maxixe;Piauí;1.040;127;913;208;23;185;Toneladas;152;18;133;471;63;408;323;48;275;PI;3118360;2050959;1067401;X;X;X
Morango;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Morango;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Nabo;Piauí;2;-;2;X;-;X;Toneladas;X;-;X;X;-;X;X;-;X;PI;3118360;2050959;1067401;X;X;X
Orégano;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Pepino;Piauí;121;15;106;39;15;24;Toneladas;33;14;19;69;14;55;56;12;44;PI;3118360;2050959;1067401;X;X;X
Pimenta;Piauí;886;130;756;154;10;144;Toneladas;137;9;127;809;33;776;729;28;700;PI;3118360;2050959;1067401;X;X;X
Pimenta;Piauí;886;130;756;154;10;144;Toneladas;137;9;127;809;33;776;729;28;700;PI;3118360;2050959;1067401;X;X;X
Quiabo;Piauí;1.226;153;1.073;339;25;315;Toneladas;305;20;285;742;73;669;659;64;596;PI;3118360;2050959;1067401;X;X;X
Rabanete;Piauí;17;2;15;5;X;X;Toneladas;5;X;X;16;X;X;16;X;X;PI;3118360;2050959;1067401;X;X;X
Repolho;Piauí;10;3;7;1;0;0;Toneladas;1;0;0;2;0;1;2;0;1;PI;3118360;2050959;1067401;X;X;X
Rúcula;Piauí;191;19;172;28;3;25;Toneladas;26;3;23;173;16;157;165;16;149;PI;3118360;2050959;1067401;X;X;X
Salsa;Piauí;71;6;65;12;1;11;Toneladas;10;0;10;78;8;70;66;1;65;PI;3118360;2050959;1067401;X;X;X
Salsa;Piauí;71;6;65;12;1;11;Toneladas;10;0;10;78;8;70;66;1;65;PI;3118360;2050959;1067401;X;X;X
Taioba;Piauí;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;PI;3118360;2050959;1067401;X;X;X
Abobrinha;Rio Grande do Norte;43;4;39;41;29;13;Toneladas;39;29;10;85;38;47;78;38;41;RN;3168027;2464991;703036;X;X;X
Acelga;Rio Grande do Norte;4;2;2;0;X;X;Toneladas;0;X;X;0;X;X;0;X;X;RN;3168027;2464991;703036;X;X;X
Agrião;Rio Grande do Norte;13;6;7;2;1;0;Toneladas;2;1;0;7;6;1;7;5;1;RN;3168027;2464991;703036;X;X;X
Alcachofra;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Alecrim;Rio Grande do Norte;13;4;9;2;2;0;Toneladas;2;2;0;11;9;2;11;9;2;RN;3168027;2464991;703036;X;X;X
Alface;Rio Grande do Norte;791;111;680;2.605;804;1.802;Toneladas;2.515;789;1.726;5.744;1.744;4.000;5.489;1.709;3.780;RN;3168027;2464991;703036;X;X;X
Almeirão;Rio Grande do Norte;5;2;3;1;X;X;Toneladas;1;X;X;4;X;X;4;X;X;RN;3168027;2464991;703036;X;X;X
Aspargo;Rio Grande do Norte;-;-;-;-;-;-;Toneladas;-;-;-;-;-;-;-;-;-;RN;3168027;2464991;703036;X;X;X
Batata-doce;Rio Grande do Norte;2.931;536;2.395;16.721;6.199;10.522;Toneladas;15.273;5.815;9.458;17.209;6.130;11.080;14.960;5.611;9.349;RN;3168027;2464991;703036;X;X;X
Berinjela;Rio Grande do Norte;71;12;59;115;49;66;Toneladas;114;49;65;202;62;139;200;62;138;RN;3168027;2464991;703036;X;X;X
